 k(Mpc^-1)     CL=0.4515     CL=0.5763     CL=0.6827     CL=0.7699     CL=0.8385     CL=0.8904     CL=0.9281     CL=0.9545     CL=0.9722     CL=0.9836     CL=0.9907     CL=0.9949     CL=0.9973
 0.4318049E+04 0.2104573E-06 0.2116875E-06 0.2128277E-06 0.2139399E-06 0.2150674E-06 0.2162460E-06 0.2174893E-06 0.2187756E-06 0.2200409E-06 0.2212357E-06 0.2223528E-06 0.2233829E-06 0.2243400E-06
 0.4046886E+04 0.2146232E-06 0.2157496E-06 0.2167498E-06 0.2176715E-06 0.2185395E-06 0.2193704E-06 0.2201743E-06 0.2209614E-06 0.2217349E-06 0.2224979E-06 0.2232587E-06 0.2240094E-06 0.2247518E-06
 0.3792751E+04 0.2191519E-06 0.2202894E-06 0.2212967E-06 0.2222211E-06 0.2230869E-06 0.2239097E-06 0.2246988E-06 0.2254626E-06 0.2262035E-06 0.2269240E-06 0.2276316E-06 0.2283208E-06 0.2289948E-06
 0.3554574E+04 0.2241181E-06 0.2253227E-06 0.2263894E-06 0.2273669E-06 0.2282806E-06 0.2291471E-06 0.2299758E-06 0.2307763E-06 0.2315517E-06 0.2323041E-06 0.2330421E-06 0.2337597E-06 0.2344611E-06
 0.3331355E+04 0.2293912E-06 0.2306447E-06 0.2317525E-06 0.2327661E-06 0.2337130E-06 0.2346106E-06 0.2354688E-06 0.2362983E-06 0.2371014E-06 0.2378809E-06 0.2386454E-06 0.2393889E-06 0.2401156E-06
 0.3122154E+04 0.2348482E-06 0.2361465E-06 0.2372934E-06 0.2383436E-06 0.2393243E-06 0.2402542E-06 0.2411437E-06 0.2420027E-06 0.2428349E-06 0.2436426E-06 0.2444350E-06 0.2452055E-06 0.2459587E-06
 0.2926090E+04 0.2404843E-06 0.2418292E-06 0.2430173E-06 0.2441054E-06 0.2451216E-06 0.2460852E-06 0.2470070E-06 0.2478974E-06 0.2487600E-06 0.2495973E-06 0.2504187E-06 0.2512175E-06 0.2519985E-06
 0.2742338E+04 0.2463069E-06 0.2477005E-06 0.2489318E-06 0.2500595E-06 0.2511128E-06 0.2521118E-06 0.2530674E-06 0.2539906E-06 0.2548850E-06 0.2557533E-06 0.2566051E-06 0.2574336E-06 0.2582436E-06
 0.2570125E+04 0.2523240E-06 0.2537685E-06 0.2550450E-06 0.2562142E-06 0.2573064E-06 0.2583423E-06 0.2593334E-06 0.2602909E-06 0.2612186E-06 0.2621193E-06 0.2630030E-06 0.2638626E-06 0.2647032E-06
 0.2408727E+04 0.2585440E-06 0.2600418E-06 0.2613656E-06 0.2625782E-06 0.2637112E-06 0.2647858E-06 0.2658140E-06 0.2668075E-06 0.2677701E-06 0.2687049E-06 0.2696220E-06 0.2705142E-06 0.2713866E-06
 0.2257465E+04 0.2649757E-06 0.2665294E-06 0.2679027E-06 0.2691609E-06 0.2703365E-06 0.2714517E-06 0.2725188E-06 0.2735500E-06 0.2745493E-06 0.2755196E-06 0.2764718E-06 0.2773982E-06 0.2783041E-06
 0.2115701E+04 0.2716284E-06 0.2732407E-06 0.2746659E-06 0.2759718E-06 0.2771922E-06 0.2783499E-06 0.2794579E-06 0.2805286E-06 0.2815663E-06 0.2825740E-06 0.2835630E-06 0.2845253E-06 0.2854663E-06
 0.1982840E+04 0.2785121E-06 0.2801857E-06 0.2816654E-06 0.2830214E-06 0.2842886E-06 0.2854910E-06 0.2866418E-06 0.2877540E-06 0.2888320E-06 0.2898791E-06 0.2909066E-06 0.2919065E-06 0.2928845E-06
 0.1858322E+04 0.2856371E-06 0.2873750E-06 0.2889119E-06 0.2903204E-06 0.2916369E-06 0.2928861E-06 0.2940819E-06 0.2952377E-06 0.2963580E-06 0.2974462E-06 0.2985144E-06 0.2995538E-06 0.3005706E-06
 0.1741624E+04 0.2930143E-06 0.2948199E-06 0.2964167E-06 0.2978803E-06 0.2992485E-06 0.3005469E-06 0.3017899E-06 0.3029915E-06 0.3041563E-06 0.3052878E-06 0.3063986E-06 0.3074796E-06 0.3085371E-06
 0.1632254E+04 0.3006554E-06 0.3025319E-06 0.3041917E-06 0.3057132E-06 0.3071357E-06 0.3084859E-06 0.3097785E-06 0.3110282E-06 0.3122398E-06 0.3134168E-06 0.3145724E-06 0.3156971E-06 0.3167975E-06
 0.1529752E+04 0.3085727E-06 0.3105237E-06 0.3122497E-06 0.3138321E-06 0.3153117E-06 0.3167162E-06 0.3180610E-06 0.3193612E-06 0.3206220E-06 0.3218470E-06 0.3230497E-06 0.3242204E-06 0.3253659E-06
 0.1433687E+04 0.3167791E-06 0.3188084E-06 0.3206039E-06 0.3222504E-06 0.3237900E-06 0.3252517E-06 0.3266514E-06 0.3280049E-06 0.3293174E-06 0.3305928E-06 0.3318451E-06 0.3330642E-06 0.3342572E-06
 0.1343654E+04 0.3252882E-06 0.3274000E-06 0.3292687E-06 0.3309825E-06 0.3325853E-06 0.3341071E-06 0.3355647E-06 0.3369742E-06 0.3383412E-06 0.3396697E-06 0.3409743E-06 0.3422444E-06 0.3434874E-06
